image_name,label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
example.jpg,CPR,0.542830586,0.276555538,-0.221799776,0.530003548,0.260701984,-0.19397378,0.52844429,0.259881467,-0.19406873,0.526763916,0.259062022,-0.194109082,0.527007699,0.261904299,-0.259687126,0.523528516,0.261964381,-0.259743094,0.519604743,0.262132287,-0.25988856,0.502277732,0.267780423,-0.059861571,0.496278375,0.271643281,-0.354755551,0.538976431,0.292577624,-0.165785685,0.534870446,0.294865459,-0.250429541,0.478672743,0.385194927,0.144777104,0.480356216,0.396157384,-0.496766895,0.48466593,0.529091299,0.176720604,0.511572599,0.536744058,-0.549993157,0.524217606,0.640915096,0.033472929,0.581623197,0.636286497,-0.483743131,0.538080931,0.66707921,0.018987672,0.583744109,0.671683431,-0.544015527,0.534510016,0.665073216,-0.027609764,0.588820696,0.671324193,-0.531380534,0.533484459,0.651831269,0.00604477,0.58794558,0.659689128,-0.47631532,0.47359097,0.625878096,0.198642388,0.475299686,0.628179491,-0.19888097,0.470870376,0.789604485,0.364908069,0.483251721,0.836690664,-0.161435351,0.343447387,0.870619893,0.599542081,0.335214913,0.885125995,0.167414799,0.309243828,0.857028961,0.619371831,0.297545671,0.869596004,0.200851098,0.336462468,0.908027887,0.574604273,0.320528746,0.917580724,0.148446336
example.jpg,CPR,0.544485569,0.276279062,-0.153918564,0.53357929,0.25992924,-0.125838995,0.531753004,0.259231985,-0.125952125,0.52959156,0.258532524,-0.12598452,0.531542659,0.261136919,-0.195043027,0.528520465,0.261287063,-0.195094422,0.525037766,0.261506557,-0.195234597,0.503713012,0.267746687,0.005081607,0.5003317,0.271187633,-0.304464489,0.540247142,0.29257828,-0.099341154,0.537332118,0.294861525,-0.188240767,0.479217976,0.384899557,0.222830579,0.484475136,0.395495623,-0.481728733,0.484762281,0.524932981,0.237451598,0.511392295,0.536663115,-0.531461596,0.531008959,0.6351524,0.058927979,0.582482576,0.636457145,-0.458681822,0.544437408,0.666272104,0.049708392,0.584333241,0.674434185,-0.518824637,0.551749706,0.665769517,-0.007955736,0.589773118,0.675205827,-0.508899689,0.540909529,0.652051449,0.025557486,0.588258982,0.660917222,-0.452107459,0.483861625,0.63419044,0.216936141,0.480994374,0.636212885,-0.217059791,0.477469772,0.818206251,0.364523441,0.489620686,0.879396141,-0.277068317,0.322036207,0.861252427,0.544261873,0.304668605,0.8754673,0.014744922,0.303402632,0.848994017,0.554446101,0.291619658,0.857704163,0.044749364,0.2665793,0.905721366,0.545900583,0.237856209,0.910118818,0.050000008
example.jpg,CPR,0.54790163,0.273675978,-0.165565073,0.537856281,0.25579223,-0.137099698,0.536201179,0.255211294,-0.137184501,0.534112573,0.254615873,-0.137288406,0.53539592,0.257450432,-0.200374663,0.532216549,0.257979691,-0.200409353,0.528412938,0.258489728,-0.20062758,0.507424355,0.265140384,-0.00485766,0.502756715,0.268743277,-0.329626292,0.544355631,0.29091233,-0.1014691,0.541507125,0.29287231,-0.197981417,0.482594341,0.381362915,0.200776637,0.487791657,0.391700834,-0.506562948,0.48476845,0.51845634,0.219214395,0.511430025,0.533071697,-0.563701153,0.531793952,0.636556625,0.03723539,0.583855391,0.636254787,-0.512492657,0.542874038,0.665396929,0.032709628,0.585675359,0.674593866,-0.580082893,0.549969137,0.665985405,-0.028471256,0.591410398,0.675156295,-0.568957984,0.542733312,0.653833091,0.003804051,0.589275539,0.660911024,-0.506851315,0.488248587,0.634013057,0.218226686,0.48384726,0.636057615,-0.218346968,0.481974065,0.807309151,0.419436514,0.501883864,0.870105445,-0.270493418,0.32243517,0.854595304,0.591332972,0.307256192,0.868080318,0.014996757,0.303970844,0.843661904,0.592063606,0.291766822,0.851158082,0.043374863,0.291419595,0.903764307,0.589066625,0.246542156,0.905335128,0.033047736
example.jpg,CPR,0.553824186,0.271758616,-0.142937198,0.544992864,0.252544671,-0.114899211,0.543213964,0.251940906,-0.115011744,0.540991843,0.251271993,-0.115037285,0.542805552,0.254130095,-0.182109699,0.539566636,0.254688174,-0.18215093,0.535851419,0.25518778,-0.182281032,0.514685035,0.26120463,0.010847981,0.510430038,0.26504159,-0.295735985,0.549737751,0.289218843,-0.089744814,0.547343433,0.290778875,-0.178161502,0.484345108,0.377204508,0.222815275,0.494855016,0.387018323,-0.479301721,0.486264825,0.516102493,0.234641209,0.522602439,0.530232251,-0.534138739,0.533774137,0.636036396,0.062027585,0.590840697,0.635133505,-0.475217134,0.54239732,0.662279546,0.056935735,0.592011034,0.674577177,-0.542066216,0.549251676,0.66428262,-0.001910718,0.598207533,0.674559355,-0.531940162,0.54624182,0.653878629,0.028736234,0.595988274,0.660483837,-0.469983995,0.494804204,0.63340801,0.220344156,0.493835568,0.635504365,-0.220461294,0.48595801,0.806102216,0.401216686,0.508638859,0.871379137,-0.283249319,0.322817713,0.851471961,0.555197954,0.303579271,0.867687762,-0.005297803,0.306060165,0.83708936,0.559125006,0.291855037,0.84862411,0.022374842,0.296879381,0.901034117,0.556045532,0.243603453,0.900862515,0.024478504
example.jpg,CPR,0.554181218,0.265966147,-0.165956721,0.54496336,0.24721022,-0.138329521,0.543264985,0.24677147,-0.138435826,0.541156888,0.246288642,-0.138466895,0.542563558,0.248979896,-0.204617068,0.539321542,0.249823898,-0.204669684,0.535483241,0.250595748,-0.204818428,0.515018463,0.256845117,-0.008528222,0.509563744,0.261394441,-0.305285096,0.550448835,0.284825176,-0.112032443,0.547860086,0.28620702,-0.197400361,0.484368622,0.373247772,0.211083889,0.496310145,0.383761615,-0.503540039,0.483700961,0.513177276,0.227560565,0.522896349,0.524849057,-0.569066644,0.520497918,0.631007254,0.061784249,0.591885686,0.629945815,-0.521391749,0.542542398,0.662610173,0.057423133,0.593071759,0.669722438,-0.594940722,0.549901307,0.6616925,-0.002712824,0.599080205,0.670315981,-0.580895007,0.543744445,0.650928438,0.028336432,0.597243905,0.655829251,-0.515275896,0.494299889,0.6328426,0.228470758,0.492857426,0.635343611,-0.228606343,0.484741658,0.804498434,0.425799578,0.509454072,0.871635735,-0.287485778,0.316405296,0.844413936,0.586881995,0.295817167,0.863534689,0.012989425,0.304755598,0.82812351,0.584841192,0.289977014,0.839543581,0.04247595,0.263378263,0.893753529,0.582978427,0.231888399,0.897309184,0.040620625
example.jpg,CPR,0.553917885,0.260474116,-0.162455961,0.544345379,0.241323322,-0.133064628,0.542715788,0.2408939,-0.133173004,0.540683687,0.240421206,-0.133186251,0.541864634,0.243004188,-0.201775759,0.53863138,0.243887618,-0.201822698,0.534742296,0.244786441,-0.201939046,0.514980793,0.250904709,0.00051672,0.508834422,0.256378442,-0.30806464,0.550256312,0.280360013,-0.107702747,0.547515273,0.281490654,-0.196520254,0.482979149,0.367372066,0.22573778,0.496196598,0.378612787,-0.502276957,0.484441966,0.508856118,0.242677644,0.524810553,0.517884374,-0.56544441,0.527513444,0.625059426,0.080913015,0.591680586,0.623414695,-0.519595742,0.546409667,0.652650952,0.079768643,0.593403816,0.66373229,-0.585769773,0.550672472,0.652464092,0.018441189,0.598963737,0.662227571,-0.579704762,0.545643687,0.64148432,0.047078516,0.59700495,0.649954736,-0.511445582,0.492904723,0.630668521,0.229615137,0.491772473,0.634170711,-0.229779363,0.485916883,0.803502202,0.410820097,0.502014339,0.875986457,-0.294209272,0.316505164,0.834560037,0.569582224,0.292515576,0.85980022,1.88E-05,0.304830611,0.817603648,0.572986543,0.288574904,0.832593083,0.029586123,0.256017894,0.881200433,0.568970323,0.223477617,0.88998121,0.037375484
example.jpg,CPR,0.554158509,0.259763032,-0.169567764,0.544453979,0.240835741,-0.140112221,0.542811096,0.240432337,-0.140216559,0.540770292,0.240003854,-0.140226275,0.542032301,0.242490277,-0.209520265,0.538837433,0.243285447,-0.209563136,0.534943759,0.24407123,-0.209678218,0.515124321,0.250316501,-0.005786943,0.508878708,0.255227327,-0.308704257,0.550311148,0.279384524,-0.114386246,0.54759109,0.280569196,-0.203881919,0.482024401,0.366175801,0.223152116,0.496421576,0.376392245,-0.513702571,0.482932925,0.508132458,0.251113504,0.526974499,0.516035378,-0.584449351,0.526731491,0.626463592,0.102100067,0.593191087,0.621737003,-0.541231215,0.544227064,0.653974235,0.105134733,0.594904244,0.662746251,-0.615201354,0.54747653,0.652068973,0.041932952,0.600098848,0.661379457,-0.598518789,0.54359895,0.642408848,0.068210252,0.598193049,0.648830712,-0.533316016,0.492004961,0.62952894,0.232908487,0.492867887,0.633559406,-0.233117625,0.487180084,0.802864909,0.428467095,0.508266807,0.87275207,-0.287372857,0.315720439,0.833565056,0.587264538,0.293616384,0.858221769,0.029197441,0.304689258,0.816200435,0.58822763,0.288785309,0.829964221,0.060366064,0.254382044,0.881847143,0.583864152,0.224111885,0.889309227,0.040855005
example.jpg,CPR,0.556304455,0.259757102,-0.169153526,0.546689153,0.241063237,-0.13978827,0.544829667,0.240577295,-0.139885947,0.542598486,0.240065232,-0.139892906,0.544578016,0.242743313,-0.209865898,0.5414294,0.243488178,-0.209901035,0.537695587,0.244212568,-0.2100012,0.517340004,0.250293642,-0.006231787,0.511731029,0.255029738,-0.315241724,0.552508473,0.278838933,-0.114142276,0.550203919,0.279982358,-0.204676613,0.482777983,0.365925252,0.222305119,0.499124765,0.37563467,-0.51183784,0.482953221,0.508448958,0.243673503,0.529237092,0.515484869,-0.576473951,0.52673912,0.629650116,0.086467177,0.596056759,0.621670246,-0.524880886,0.54412365,0.657683074,0.084620185,0.598119199,0.662311614,-0.593652546,0.546075642,0.652580917,0.024930788,0.603123069,0.661346912,-0.578828394,0.543156207,0.64302665,0.05382536,0.60114336,0.648219228,-0.51747036,0.494302213,0.629295588,0.231990367,0.494631112,0.633337915,-0.232180476,0.491919786,0.804556549,0.423181474,0.497727692,0.877093017,-0.283832043,0.316982299,0.834508836,0.585682511,0.293893665,0.858704269,0.028804014,0.305708349,0.817604959,0.587209404,0.289067715,0.832273602,0.059615985,0.254620701,0.882660806,0.582911074,0.224379301,0.889605761,0.053863365
example.jpg,CPR,0.555921137,0.257023871,-0.191468239,0.54616189,0.238764331,-0.160175189,0.544335186,0.238355935,-0.160273433,0.54215306,0.237937585,-0.160283059,0.543961108,0.240230188,-0.232401341,0.540804029,0.240868717,-0.232452825,0.537068427,0.241513774,-0.232559323,0.516634345,0.248782635,-0.017428381,0.511070728,0.252967387,-0.341727167,0.552379608,0.276733756,-0.133324355,0.549827993,0.277609974,-0.227118671,0.482359141,0.363670737,0.215338632,0.498728335,0.375148326,-0.529730618,0.484296441,0.505558014,0.236929387,0.529142261,0.513927698,-0.593774498,0.530465424,0.623054028,0.084059671,0.595903933,0.618580103,-0.531186342,0.547110975,0.653696299,0.076978467,0.597441137,0.656977773,-0.600318432,0.558753729,0.651215017,0.023352373,0.602745652,0.655164957,-0.583688855,0.550964355,0.64037621,0.050501596,0.60105139,0.644253314,-0.522996843,0.493491232,0.62616533,0.232345507,0.494192153,0.63006103,-0.232543901,0.490632355,0.802611172,0.42289266,0.500101209,0.874511957,-0.291008472,0.315306693,0.833338141,0.591201961,0.290528655,0.858913243,0.031906027,0.303452641,0.815874815,0.595239341,0.286419302,0.831461906,0.064311415,0.252032369,0.881040871,0.583839655,0.219174236,0.889097929,0.061247353
example.jpg,CPR,0.555610478,0.257821411,-0.169907659,0.545882761,0.239413559,-0.140446186,0.544092238,0.238956288,-0.140543059,0.54191643,0.238469586,-0.140545696,0.54367733,0.240899011,-0.211738452,0.540521502,0.24148351,-0.211764351,0.536755919,0.242054969,-0.211848259,0.516195059,0.249452606,-0.006857382,0.51074034,0.253369838,-0.327614725,0.551955938,0.277384907,-0.115232162,0.549357414,0.27843231,-0.207670346,0.482375354,0.364835829,0.219930381,0.49795121,0.376108378,-0.523060143,0.483055741,0.506569803,0.235766634,0.52807951,0.515215933,-0.581244171,0.53155911,0.626256943,0.071964249,0.595626414,0.619643271,-0.516521513,0.542259037,0.654402316,0.065896153,0.597478628,0.657920778,-0.590087593,0.55806458,0.651557386,0.004295773,0.602407515,0.655885518,-0.577792048,0.549580038,0.640467405,0.035933316,0.600734055,0.64522481,-0.510318875,0.493373066,0.626175284,0.231380761,0.49357453,0.630200982,-0.231562883,0.494256437,0.803592741,0.421256751,0.496767521,0.878000438,-0.289867908,0.315980136,0.833477676,0.582812846,0.292591363,0.858571529,0.012604945,0.304600596,0.817499697,0.58506453,0.286733091,0.83323288,0.042098276,0.257704169,0.878272772,0.583277106,0.223611295,0.888842404,0.055021387
