1054.4868,763.496,-224.54486,1090.8671,752.325,-196.70575,1092.2722,748.81696,-196.96866,1093.6934,744.1191,-197.14682,1090.9917,748.0226,-319.13794,1092.1898,742.2271,-319.33893,1093.274,735.3536,-319.4077,1090.6495,680.503,-26.54004,1086.5925,678.3031,-578.5125,1026.1958,748.53906,-149.36237,1025.2517,742.82,-309.04388,926.7792,638.3861,300.29462,909.6822,692.95355,-816.4773,871.25684,891.7494,454.43488,855.97296,950.50366,-863.6456,907.357,1152.4441,281.45218,881.98553,1216.0227,-627.76324,948.32385,1178.5892,296.43503,918.7231,1256.8102,-710.834,957.17773,1189.7397,189.63585,937.39557,1244.7197,-647.7609,941.494,1187.4031,228.7239,921.9435,1232.6335,-599.26965,560.1164,917.6992,353.99115,514.9978,951.502,-353.6437,696.41125,1254.546,494.78546,675.5688,1346.2185,-492.34903,367.60434,1189.5809,792.9845,317.21198,1236.2479,-87.337975,315.35907,1122.6638,820.5368,289.13528,1166.2399,-28.650965,226.63501,1278.7676,880.26013,193.79758,1299.4712,134.97646,0
786.5545,456.6266,-1861.864,802.55695,424.37097,-1874.8119,813.1127,419.68503,-1874.8058,823.6518,415.23767,-1875.1198,763.88354,430.40604,-1859.2538,756.81036,428.30176,-1859.4318,739.7074,422.39594,-1859.7897,848.36273,377.118,-1674.0795,730.6766,393.9471,-1599.5774,813.3808,440.9063,-1760.129,774.5891,457.6966,-1739.0839,991.7807,393.17517,-1416.2767,659.4693,422.13083,-1237.607,906.93463,706.65845,-1413.5417,714.4344,703.2003,-1205.796,796.0327,939.8882,-1509.5398,751.2724,921.94104,-1316.1814,791.66113,1001.30286,-1651.792,732.4598,987.0707,-1416.0592,767.1916,997.08,-1684.5408,753.8612,989.642,-1482.7812,770.04395,975.9758,-1528.1002,767.01324,966.52747,-1347.6212,928.1164,620.1311,-77.6944,774.0729,631.45013,77.94046,885.4177,986.24567,-274.01346,800.4687,968.7859,-16.736301,935.64154,876.1395,1079.141,834.49005,888.4026,1241.8038,922.5101,832.90155,1222.4847,843.866,853.71234,1385.3906,982.094,959.1319,1291.7468,820.7522,967.2178,1456.9253,0
430.9591,579.683,125.13003,397.03076,566.708,43.7831,395.22913,561.96326,43.78738,393.6624,555.9615,43.783115,400.3546,565.9488,145.72325,400.56366,561.63385,145.88281,400.7855,556.15845,145.85237,393.85477,500.292,-182.90872,399.3528,502.59717,274.93982,455.74176,563.47455,53.918056,461.72598,563.5818,187.43626,522.7455,459.11215,-468.61926,588.95416,451.08884,580.77655,563.5852,752.1051,-493.52496,624.63654,742.43823,793.2929,524.136,1013.81537,-256.7074,584.8504,984.0193,737.62756,489.0664,1049.4854,-328.67532,561.63074,1009.4576,774.34845,484.33115,1045.0734,-257.4457,551.7384,1017.01953,678.2465,500.05057,1037.2458,-220.45187,561.70483,1011.3972,696.4424,923.02655,805.5117,-307.08762,938.13666,777.7473,307.11734,739.8852,1203.3969,-366.57233,756.51605,1102.9945,424.22827,1126.668,1156.0537,-52.13706,1126.4075,1096.4193,720.47833,1167.4796,1092.2893,-3.107194,1181.1119,1044.8062,744.6049,1288.049,1231.4574,173.72775,1247.9509,1225.9979,793.214,0
981.7153,867.09753,58.945232,1007.4835,843.0955,51.309204,1006.60944,835.5981,51.233395,1005.29785,826.76447,51.158962,1011.165,852.85333,-20.792206,1013.0261,853.65533,-20.957584,1014.5967,854.33563,-20.856863,983.05585,780.0226,47.242542,995.3385,824.55365,-275.2331,949.64276,853.5203,69.48502,955.38165,865.73773,-23.438328,749.7169,692.7667,176.8722,865.93274,904.89325,-452.39352,719.2362,790.8753,505.81934,795.0202,1132.2312,-355.02454,836.3649,907.7378,866.01935,833.8161,1250.4001,-55.82009,866.62415,926.9828,936.26013,855.773,1287.92,-48.80395,878.92847,931.4048,893.902,879.65485,1252.9331,-18.834759,867.465,931.4537,858.871,876.6878,1236.2332,-31.663101,409.78305,1078.048,216.02487,514.49316,1166.3772,-216.4756,458.55753,1290.0558,484.1019,630.6858,1428.7087,-43.466805,296.44348,1334.1036,148.63243,308.75012,1391.3168,-302.8076,254.40771,1286.8229,115.07489,305.82373,1325.0364,-311.37885,154.92596,1444.6339,117.2735,170.17998,1482.4509,-191.74518,0
392.89868,595.68994,-247.90067,370.87918,585.4925,-313.02502,371.4032,582.6678,-313.0013,371.98776,579.43164,-313.01636,369.57132,584.4858,-228.49475,369.2256,581.2921,-228.47966,368.7444,577.1857,-228.50975,390.03305,544.38116,-484.96283,386.7435,540.4065,-102.657455,423.42767,586.7403,-302.15024,422.87912,586.4942,-190.97882,549.3418,552.3103,-654.83704,503.75684,528.5674,150.03903,541.1009,740.5983,-771.8882,521.36993,693.1957,320.16818,472.93723,911.684,-730.38336,472.7471,870.3823,262.19354,446.76202,958.8127,-842.224,442.34296,912.7358,282.2368,435.61047,941.566,-795.06287,437.15384,914.46625,189.71649,447.86746,930.141,-715.1534,450.64914,906.4752,222.06236,799.86285,753.6339,-250.81645,735.7899,734.0089,251.17018,647.175,1001.1509,-289.77438,615.89606,945.1701,446.6435,898.5333,953.62805,58.831394,829.08685,898.1386,675.2593,916.51526,922.2504,102.44688,861.62494,862.22766,690.09186,995.2183,990.56464,264.1834,922.10657,935.9877,766.45416,0
1008.86505,711.7943,177.81732,1015.3864,670.6667,152.23656,1009.7,661.3573,152.10732,1003.1301,651.8512,152.0836,1027.1487,685.5486,92.327774,1030.2532,687.47,92.16917,1032.9412,689.1643,92.106766,970.62134,627.088,77.977585,1011.5552,672.9009,-192.84972,979.3012,709.19147,165.45897,991.98303,723.9236,87.96315,689.42255,623.1901,128.97586,970.5971,814.35803,-342.18002,615.1639,825.6283,378.1774,859.8904,1062.3379,-195.15443,775.63666,902.99615,672.70087,881.12805,1130.5591,199.10025,811.91284,917.2636,739.72485,905.4877,1156.6262,257.3098,837.5569,911.34454,726.54065,913.0737,1121.6112,292.71848,826.04956,911.19336,677.0673,902.35236,1106.7987,228.47787,485.53033,1118.0814,165.44328,636.4243,1180.5175,-166.4722,570.447,1295.365,540.697,747.27594,1365.7104,173.7849,356.79388,1447.7354,-8.331069,468.92957,1498.0264,-280.80673,313.79382,1425.0691,-61.403812,421.60297,1471.3754,-310.66367,251.0871,1610.7175,-61.11982,345.22128,1659.0967,-177.30786,0
823.87726,515.4232,123.42917,842.94104,482.20013,105.97146,840.4299,474.45334,105.91152,837.1728,465.82294,105.856575,847.3765,489.76678,45.30717,848.517,488.62747,45.143215,849.2164,487.52734,45.13882,810.96954,427.71997,75.97346,831.3212,461.44983,-196.68068,795.43365,509.70703,124.31685,800.2486,516.74207,45.745037,586.7042,380.6418,170.55128,754.9974,560.0331,-363.6227,499.18787,463.64752,493.70322,701.0883,764.9207,-244.51717,575.6369,557.29846,883.9434,734.52496,903.5881,128.27495,589.4504,576.20996,952.4056,755.74884,934.97455,159.82675,607.4571,581.09125,929.49347,767.3291,909.39575,189.94653,602.5122,579.51874,885.8915,758.86957,898.8916,156.0815,348.9874,780.3003,184.97632,450.9213,845.18774,-185.54308,482.5865,958.67664,487.81137,597.37317,1095.7314,26.882053,213.57454,1084.5692,236.06702,303.94763,1124.0763,-132.8084,199.01967,1042.1007,211.13261,254.17888,1077.1365,-130.74542,149.78296,1206.4751,246.62733,173.14426,1245.5962,19.254911,0
573.57,919.38904,-490.9646,558.5904,908.58276,-570.1741,562.8009,907.69244,-569.9948,569.04614,907.08246,-570.1512,549.023,903.50964,-511.86853,545.2595,898.8629,-512.25635,543.22064,894.55524,-512.70276,593.8334,874.9482,-739.34247,552.61597,856.0515,-476.61954,607.5127,905.4586,-534.6635,597.64716,900.26184,-458.30145,749.59827,875.22577,-790.7275,583.89966,768.10803,-300.64963,848.5313,1036.5183,-947.6541,650.36774,948.479,-161.39832,679.7768,1198.5798,-1083.4237,646.1383,1166.6497,-284.35272,663.1996,1257.5647,-1206.4141,619.3289,1217.2241,-328.36996,630.7862,1245.3899,-1203.0825,615.9937,1223.0198,-420.77625,642.7364,1221.8048,-1093.6954,632.38556,1201.0892,-323.50916,992.4531,913.46173,-213.27374,883.84064,843.784,212.9031,817.17596,1206.7734,-352.97675,663.4634,1060.7283,230.29507,1064.1764,1091.0059,88.45754,948.01196,1024.1482,529.5921,1093.4427,1059.3242,146.7833,989.97003,990.8259,565.36676,1119.3297,1183.4036,298.87665,1010.61163,1092.6294,673.6922,0
1018.54645,775.1357,-99.38187,1046.0963,756.1297,-88.1666,1046.2617,751.84424,-88.29361,1046.4216,746.69165,-88.41996,1046.2555,755.6263,-163.38054,1046.4026,751.7317,-163.58467,1046.3496,747.4207,-163.59074,1029.1444,698.398,-0.9616225,1028.0568,705.1537,-339.2617,982.6054,765.60046,-58.193604,981.75854,763.7104,-155.98851,840.5901,630.5003,215.7349,872.8436,746.1994,-514.38403,768.91583,679.2918,620.3153,821.7304,958.2113,-476.39838,832.93036,768.6355,977.0287,878.1203,1141.0537,-202.90988,845.21716,781.06146,1044.9113,907.7177,1177.2078,-232.37294,857.6255,789.4268,990.78284,929.20605,1162.8501,-206.96436,850.8634,791.87756,963.85443,916.5852,1149.8744,-184.594,538.87115,922.49756,249.77371,542.4719,991.4899,-249.49998,691.0827,1113.4625,485.80762,694.28125,1289.9266,-285.5443,442.50235,1145.5374,604.84515,414.93588,1200.6323,-58.977474,395.2095,1099.7512,616.1432,363.39972,1164.2197,-18.255886,319.9878,1223.8279,699.43945,292.83307,1264.9757,146.9341,0
1272.4094,623.66797,46.002647,1307.3519,614.5025,74.60044,1308.7928,611.11725,74.299446,1310.2203,606.58264,74.13418,1306.347,610.11316,-35.459846,1307.0656,604.24457,-35.552345,1308.007,597.4964,-35.62608,1309.1454,545.0418,236.82039,1308.7302,546.8198,-261.1447,1250.0679,611.0162,114.98207,1248.7327,606.65125,-29.1262,1146.3604,527.5145,503.68344,1163.5365,557.1949,-519.4799,1081.7942,771.69714,626.7328,1106.1368,805.73254,-615.3086,1125.3782,1036.1605,453.04434,1133.435,1060.2834,-363.89633,1164.8441,1076.1882,467.54367,1165.5874,1103.2917,-414.3551,1176.5277,1084.0684,380.71808,1177.649,1101.9087,-346.53876,1157.8458,1076.6223,407.71625,1164.082,1089.3152,-330.39838,792.55524,804.97144,328.6345,771.6731,838.8988,-328.2656,952.68536,1133.957,420.7788,933.18695,1223.2539,-420.3924,608.1032,1106.714,683.44824,569.73315,1149.1102,-99.19945,555.3616,1039.32,706.6175,535.0445,1073.2731,-45.87456,477.24588,1192.4662,727.23834,423.92355,1224.3309,106.88424,0
